Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,pH
26.01,44.1,59.27,Loamy,Maize,26,3,5,Tata Paras NPK 10:26:26,6.68
32.04,62.17,48.26,Black,Ground Nuts,6,9,18,Iffco NPK 17:17:17,5.62
22.94,50.87,22.72,Sandy,Barley,11,8,17,Iffco NPK 17:17:17,6.46
35.41,47.18,36.78,Loamy,Tobacco,16,22,8,DAP (18:46:0),6.04
28.77,58.29,29.97,Clayey,Maize,18,32,3,DAP (18:46:0),7.49
21.35,75.62,52.44,Sandy,Maize,23,16,10,Iffco NPK 17:17:17,6.52
16.4,65.37,63.77,Red,Wheat,27,6,9,NPK Complex 14:35:14,7.44
32.38,88.66,42.73,Black,Paddy,19,14,1,DAP (18:46:0),5.79
33.88,68.29,63.79,Sandy,Wheat,37,6,5,Tata Paras NPK 10:26:26,6.78
28.02,54.54,36.61,Sandy,Barley,7,16,10,MAP 28:28:0,7.42
39.22,84.64,47.39,Clayey,Oil seeds,10,11,7,DAP (18:46:0),6.12
36.65,88.0,57.2,Clayey,Oil seeds,16,4,4,Tata Paras NPK 10:26:26,5.7
38.59,79.6,20.17,Red,Barley,27,2,9,Tata Paras NPK 10:26:26,6.93
29.91,69.29,45.65,Red,Pulses,11,2,2,Tata Paras NPK 10:26:26,7.14
20.27,83.21,64.76,Clayey,Maize,17,23,8,DAP (18:46:0),5.67
26.4,69.1,67.02,Black,Sugarcane,15,13,10,Iffco NPK 17:17:17,5.84
35.62,50.25,27.7,Sandy,Ground Nuts,10,16,12,DAP (18:46:0),5.62
16.38,71.73,52.9,Black,Millets,6,5,21,Kribhco NPK 20:20:0,6.77
30.42,75.5,20.44,Clayey,Ground Nuts,9,6,10,Iffco NPK 17:17:17,5.79
19.25,54.24,35.59,Red,Ground Nuts,11,15,4,DAP (18:46:0),7.49
16.32,82.18,30.11,Red,Maize,16,8,13,NPK Complex 14:35:14,5.55
31.43,76.91,24.35,Red,Ground Nuts,10,8,5,NPK Complex 14:35:14,7.34
30.72,63.46,33.2,Black,Maize,24,9,8,NPK Complex 14:35:14,6.27
17.77,67.36,35.94,Loamy,Wheat,20,9,17,Kribhco NPK 20:20:0,6.91
25.39,70.53,68.13,Clayey,Maize,21,25,8,MAP 28:28:0,6.11
27.46,67.9,58.2,Sandy,Barley,15,21,9,DAP (18:46:0),7.06
28.71,43.76,66.18,Loamy,Sugarcane,9,4,27,Kribhco NPK 20:20:0,6.34
31.68,43.99,37.23,Red,Sugarcane,17,10,5,NPK Complex 14:35:14,5.56
19.67,86.89,35.09,Red,Tobacco,10,24,21,Urea (46% N),6.01
23.34,56.53,26.36,Black,Sugarcane,8,20,26,Urea (46% N),5.88
38.4,70.05,29.81,Black,Oil seeds,5,15,19,Urea (46% N),6.86
37.48,89.55,52.09,Sandy,Pulses,7,10,12,DAP (18:46:0),7.06
25.73,47.65,34.98,Sandy,Barley,15,12,13,Iffco NPK 17:17:17,5.97
21.69,68.91,34.63,Sandy,Barley,15,8,10,Iffco NPK 17:17:17,5.58
37.29,72.62,50.12,Red,Sugarcane,7,19,25,Urea (46% N),6.42
21.8,67.35,62.19,Sandy,Ground Nuts,10,11,12,DAP (18:46:0),6.51
22.97,89.69,61.49,Black,Sugarcane,9,9,18,Iffco NPK 17:17:17,6.61
26.39,86.51,48.09,Loamy,Cotton,7,16,15,Urea (46% N),6.28
22.13,56.75,62.28,Loamy,Pulses,1,10,27,Urea (46% N),6.54
22.58,48.15,60.85,Black,Paddy,18,19,10,MAP 28:28:0,7.25
38.92,61.12,52.41,Red,Tobacco,17,25,7,DAP (18:46:0),6.29
39.84,70.8,59.34,Sandy,Pulses,5,7,18,MAP 28:28:0,7.48
35.0,78.49,30.18,Sandy,Pulses,6,4,12,NPK Complex 14:35:14,5.77
35.34,64.54,24.39,Clayey,Oil seeds,12,15,4,DAP (18:46:0),7.07
31.11,62.54,66.33,Red,Barley,14,16,8,DAP (18:46:0),7.46
39.78,55.74,54.86,Red,Tobacco,33,3,8,Tata Paras NPK 10:26:26,6.7
33.36,78.65,41.45,Red,Millets,20,5,8,Tata Paras NPK 10:26:26,6.42
20.62,58.22,57.46,Black,Tobacco,17,12,8,Iffco NPK 17:17:17,6.23
18.97,43.91,51.45,Clayey,Barley,10,9,26,Kribhco NPK 20:20:0,7.47
32.02,84.78,27.8,Clayey,Paddy,7,21,16,Urea (46% N),7.4
33.94,86.71,49.42,Black,Paddy,28,7,1,Tata Paras NPK 10:26:26,6.01
16.17,67.36,69.93,Sandy,Maize,28,4,9,Tata Paras NPK 10:26:26,6.26
31.28,64.52,62.22,Black,Sugarcane,14,17,4,DAP (18:46:0),7.31
30.7,83.37,55.71,Clayey,Tobacco,15,21,8,MAP 28:28:0,5.79
26.77,87.67,47.19,Clayey,Ground Nuts,5,16,13,MAP 28:28:0,6.19
33.49,75.68,20.38,Red,Cotton,4,4,20,Kribhco NPK 20:20:0,7.05
30.38,46.01,23.2,Loamy,Ground Nuts,10,9,11,Iffco NPK 17:17:17,6.1
17.94,50.56,68.55,Black,Tobacco,9,6,23,Kribhco NPK 20:20:0,7.48
35.86,75.52,27.25,Red,Oil seeds,11,4,7,NPK Complex 14:35:14,6.15
22.0,88.16,43.1,Red,Maize,32,3,3,Tata Paras NPK 10:26:26,7.11
36.1,82.08,29.95,Black,Ground Nuts,9,16,11,DAP (18:46:0),6.04
33.03,61.24,38.95,Clayey,Wheat,37,3,9,Tata Paras NPK 10:26:26,6.77
30.07,83.22,39.48,Red,Tobacco,17,25,15,MAP 28:28:0,7.26
30.37,76.17,56.92,Sandy,Oil seeds,11,15,9,DAP (18:46:0),7.28
26.39,52.35,66.2,Red,Tobacco,22,8,11,NPK Complex 14:35:14,5.74
17.54,87.97,59.42,Red,Millets,11,11,3,DAP (18:46:0),5.99
34.75,43.13,44.01,Black,Oil seeds,8,7,16,Iffco NPK 17:17:17,6.25
22.48,44.0,50.91,Sandy,Pulses,3,2,29,Kribhco NPK 20:20:0,6.92
26.37,66.05,32.96,Loamy,Sugarcane,24,2,9,Tata Paras NPK 10:26:26,6.96
38.85,54.24,37.76,Black,Sugarcane,3,15,23,Urea (46% N),6.14
23.44,70.55,50.44,Clayey,Maize,12,32,27,Urea (46% N),6.03
37.67,47.56,49.49,Black,Barley,23,8,5,Tata Paras NPK 10:26:26,5.73
34.34,55.62,32.02,Loamy,Millets,14,13,2,DAP (18:46:0),6.03
16.47,71.27,53.05,Loamy,Ground Nuts,7,15,10,DAP (18:46:0),5.79
20.22,70.34,40.53,Loamy,Maize,36,8,7,Tata Paras NPK 10:26:26,5.94
32.6,41.37,37.69,Clayey,Barley,8,6,22,Kribhco NPK 20:20:0,6.99
22.99,41.61,55.79,Black,Cotton,10,11,22,Kribhco NPK 20:20:0,6.0
24.31,63.7,28.52,Loamy,Cotton,18,8,8,Tata Paras NPK 10:26:26,7.4
26.0,48.86,61.02,Loamy,Barley,25,6,6,Tata Paras NPK 10:26:26,6.59
36.72,46.26,44.26,Clayey,Sugarcane,8,7,15,Iffco NPK 17:17:17,5.71
31.45,75.43,28.97,Black,Paddy,14,7,19,Kribhco NPK 20:20:0,6.35
35.53,60.1,69.81,Sandy,Oil seeds,8,6,8,Iffco NPK 17:17:17,7.01
30.78,73.18,57.38,Loamy,Sugarcane,11,8,30,Kribhco NPK 20:20:0,5.76
37.47,46.24,53.82,Red,Maize,16,33,14,MAP 28:28:0,6.16
37.08,75.98,41.61,Black,Cotton,22,3,9,Tata Paras NPK 10:26:26,7.13
20.82,48.79,48.92,Sandy,Millets,10,7,22,Kribhco NPK 20:20:0,7.07
36.41,43.89,58.25,Loamy,Oil seeds,6,15,21,Urea (46% N),6.12
28.55,48.02,39.42,Red,Cotton,10,20,2,DAP (18:46:0),5.77
26.06,49.79,57.45,Loamy,Oil seeds,7,3,8,NPK Complex 14:35:14,7.02
37.72,50.1,45.69,Clayey,Millets,13,10,13,Iffco NPK 17:17:17,6.57
19.96,53.85,46.14,Red,Wheat,30,19,2,DAP (18:46:0),6.98
31.24,82.66,29.08,Black,Paddy,31,4,3,Tata Paras NPK 10:26:26,6.08
23.48,42.84,61.63,Red,Oil seeds,4,7,20,Kribhco NPK 20:20:0,7.1
34.57,70.77,64.01,Clayey,Wheat,21,8,15,Kribhco NPK 20:20:0,5.76
32.64,83.6,52.93,Loamy,Tobacco,12,22,20,Urea (46% N),7.01
31.17,46.3,65.84,Sandy,Barley,14,7,3,NPK Complex 14:35:14,6.76
22.34,73.1,47.85,Clayey,Ground Nuts,3,12,22,Urea (46% N),7.07
16.25,55.22,59.15,Sandy,Millets,10,16,6,MAP 28:28:0,6.63
36.67,52.44,22.79,Black,Paddy,23,19,6,DAP (18:46:0),7.43
28.26,74.49,28.97,Sandy,Wheat,18,17,3,DAP (18:46:0),6.7
16.05,87.92,47.8,Black,Sugarcane,7,8,30,Kribhco NPK 20:20:0,5.88
39.53,42.12,42.25,Loamy,Pulses,4,11,29,Urea (46% N),6.59
22.39,73.37,58.34,Clayey,Oil seeds,14,2,7,Tata Paras NPK 10:26:26,5.66
35.34,82.22,67.89,Sandy,Tobacco,14,13,25,Kribhco NPK 20:20:0,7.19
31.48,53.81,56.9,Black,Cotton,8,14,9,Iffco NPK 17:17:17,5.68
20.62,83.91,24.87,Red,Ground Nuts,16,5,6,Tata Paras NPK 10:26:26,7.11
17.59,73.26,33.39,Sandy,Maize,21,30,3,DAP (18:46:0),6.44
36.52,71.1,52.58,Sandy,Pulses,5,4,3,NPK Complex 14:35:14,5.63
24.75,55.97,69.99,Loamy,Sugarcane,9,21,31,Urea (46% N),7.04
38.3,73.39,33.44,Black,Cotton,19,8,7,Tata Paras NPK 10:26:26,7.23
38.39,54.43,68.58,Sandy,Ground Nuts,12,2,12,Tata Paras NPK 10:26:26,5.69
26.24,42.13,31.31,Black,Millets,12,7,6,NPK Complex 14:35:14,7.49
28.83,81.39,47.42,Black,Millets,9,11,5,MAP 28:28:0,6.5
18.09,62.76,27.29,Loamy,Barley,10,5,18,Kribhco NPK 20:20:0,6.59
25.93,69.38,69.3,Clayey,Cotton,6,8,19,Kribhco NPK 20:20:0,6.59
34.93,79.65,56.43,Red,Paddy,15,20,11,MAP 28:28:0,7.21
33.98,75.47,51.44,Red,Barley,7,19,12,MAP 28:28:0,6.96
23.89,76.78,48.61,Red,Barley,12,7,17,Iffco NPK 17:17:17,6.37
33.34,55.56,32.43,Loamy,Maize,15,7,25,Kribhco NPK 20:20:0,6.34
25.93,84.23,20.58,Clayey,Oil seeds,8,5,15,Iffco NPK 17:17:17,6.08
23.15,66.9,29.55,Loamy,Sugarcane,12,11,29,Kribhco NPK 20:20:0,5.77
31.58,46.98,46.24,Clayey,Maize,22,10,9,NPK Complex 14:35:14,5.73
38.37,79.39,62.68,Loamy,Cotton,8,19,14,Urea (46% N),6.29
29.2,50.14,51.43,Loamy,Ground Nuts,11,3,6,NPK Complex 14:35:14,5.96
34.18,44.84,48.49,Loamy,Paddy,33,6,8,Tata Paras NPK 10:26:26,6.12
35.07,66.66,60.2,Red,Sugarcane,19,5,3,Tata Paras NPK 10:26:26,5.66
28.39,74.58,45.05,Sandy,Barley,12,16,7,MAP 28:28:0,6.96
39.67,56.2,43.99,Loamy,Tobacco,11,4,25,Kribhco NPK 20:20:0,5.6
27.28,59.86,50.61,Loamy,Maize,26,28,8,DAP (18:46:0),5.75
17.13,67.64,33.43,Red,Millets,5,4,19,Kribhco NPK 20:20:0,6.99
33.57,70.28,49.33,Sandy,Wheat,17,12,10,Iffco NPK 17:17:17,6.24
23.49,42.12,63.44,Red,Tobacco,10,21,26,Urea (46% N),6.66
33.38,51.03,50.27,Clayey,Millets,14,4,4,NPK Complex 14:35:14,7.06
25.36,66.26,35.89,Red,Barley,6,18,25,Urea (46% N),5.71
20.94,79.48,56.41,Loamy,Barley,12,5,20,Kribhco NPK 20:20:0,6.04
31.89,67.01,61.3,Loamy,Cotton,9,6,8,NPK Complex 14:35:14,7.0
27.49,60.22,28.27,Red,Cotton,14,6,8,NPK Complex 14:35:14,5.94
30.28,61.67,58.02,Loamy,Oil seeds,10,14,8,DAP (18:46:0),5.58
39.58,67.63,36.37,Black,Millets,4,6,20,Kribhco NPK 20:20:0,5.74
16.46,79.5,45.63,Clayey,Sugarcane,5,16,22,Urea (46% N),6.17
28.26,45.86,25.74,Clayey,Wheat,22,11,5,NPK Complex 14:35:14,5.76
36.43,75.27,27.69,Red,Barley,17,7,4,NPK Complex 14:35:14,7.01
33.11,47.2,51.06,Sandy,Cotton,9,8,14,Iffco NPK 17:17:17,6.66
35.11,87.83,49.02,Red,Sugarcane,18,20,2,DAP (18:46:0),6.52
39.2,42.45,49.86,Black,Cotton,13,13,10,Iffco NPK 17:17:17,6.1
19.1,88.32,23.01,Loamy,Tobacco,22,9,2,Tata Paras NPK 10:26:26,7.11
33.88,86.27,57.08,Clayey,Paddy,14,4,17,Kribhco NPK 20:20:0,5.73
18.89,60.36,33.35,Black,Pulses,4,5,27,Kribhco NPK 20:20:0,5.6
25.79,73.37,57.16,Red,Oil seeds,10,4,8,NPK Complex 14:35:14,6.15
32.26,60.63,61.97,Clayey,Ground Nuts,10,11,2,DAP (18:46:0),5.85
19.49,66.07,41.22,Sandy,Maize,14,32,9,MAP 28:28:0,7.33
28.07,75.57,66.53,Black,Paddy,15,13,13,Iffco NPK 17:17:17,5.88
17.71,60.21,68.06,Loamy,Cotton,10,8,21,Kribhco NPK 20:20:0,5.71
28.49,86.68,45.43,Loamy,Oil seeds,6,12,14,MAP 28:28:0,5.84
22.59,47.86,39.79,Red,Maize,24,21,3,DAP (18:46:0),7.46
17.37,63.49,67.97,Clayey,Wheat,16,19,9,MAP 28:28:0,5.92
24.08,68.99,40.06,Clayey,Ground Nuts,5,4,24,Kribhco NPK 20:20:0,7.14
39.5,64.36,55.52,Black,Oil seeds,16,1,2,Tata Paras NPK 10:26:26,6.08
32.93,65.96,49.73,Black,Oil seeds,10,6,8,Iffco NPK 17:17:17,5.53
30.88,58.81,57.84,Loamy,Ground Nuts,11,8,13,NPK Complex 14:35:14,5.72
33.85,69.3,32.5,Loamy,Barley,17,11,7,NPK Complex 14:35:14,6.02
15.15,75.79,64.32,Sandy,Tobacco,17,15,10,Iffco NPK 17:17:17,5.59
34.06,43.99,49.97,Clayey,Sugarcane,12,5,24,Kribhco NPK 20:20:0,5.97
27.51,78.03,24.84,Red,Pulses,4,4,22,Kribhco NPK 20:20:0,6.99
16.11,69.19,39.0,Red,Barley,19,17,6,DAP (18:46:0),7.32
26.6,42.97,22.33,Clayey,Pulses,3,10,9,MAP 28:28:0,7.29
15.44,79.7,42.97,Clayey,Maize,20,29,10,MAP 28:28:0,6.03
21.09,54.73,66.43,Clayey,Millets,22,2,9,Tata Paras NPK 10:26:26,7.06
27.76,67.81,45.83,Clayey,Pulses,11,4,11,Tata Paras NPK 10:26:26,6.53
35.36,48.22,32.74,Loamy,Paddy,20,19,3,DAP (18:46:0),5.71
15.58,60.0,63.76,Loamy,Maize,15,29,22,Urea (46% N),6.72
25.84,45.29,29.25,Sandy,Maize,14,6,22,Kribhco NPK 20:20:0,7.29
33.93,87.84,56.83,Clayey,Oil seeds,5,8,25,Kribhco NPK 20:20:0,6.16
29.98,86.45,61.63,Red,Sugarcane,4,16,33,Urea (46% N),6.8
36.6,65.68,32.71,Black,Tobacco,6,27,18,Urea (46% N),6.89
38.91,51.56,65.09,Sandy,Tobacco,26,7,3,Tata Paras NPK 10:26:26,6.57
34.01,41.23,22.62,Black,Barley,15,15,2,DAP (18:46:0),7.31
21.62,44.31,62.31,Clayey,Maize,25,27,1,DAP (18:46:0),5.52
22.83,82.34,38.94,Red,Oil seeds,4,13,19,Urea (46% N),7.14
29.74,85.28,57.13,Clayey,Sugarcane,11,11,11,Iffco NPK 17:17:17,6.29
26.01,54.6,45.31,Black,Tobacco,17,26,8,MAP 28:28:0,6.77
32.52,62.77,46.82,Sandy,Cotton,13,20,3,DAP (18:46:0),6.75
16.49,61.88,44.99,Black,Paddy,14,20,10,MAP 28:28:0,6.11
31.15,46.65,55.4,Loamy,Cotton,10,10,4,NPK Complex 14:35:14,6.95
21.09,56.66,61.07,Sandy,Sugarcane,18,22,9,DAP (18:46:0),5.63
17.07,66.0,31.39,Clayey,Sugarcane,14,17,12,DAP (18:46:0),7.01
36.4,87.73,29.65,Clayey,Maize,11,30,27,Urea (46% N),5.83
32.45,84.84,66.42,Sandy,Barley,9,10,22,Kribhco NPK 20:20:0,5.54
16.3,77.79,37.5,Loamy,Millets,2,12,21,Urea (46% N),6.28
30.43,85.02,57.58,Sandy,Cotton,9,15,7,MAP 28:28:0,5.82
30.58,48.33,31.57,Sandy,Tobacco,17,19,14,MAP 28:28:0,7.34
21.92,67.01,58.61,Clayey,Maize,29,10,3,Tata Paras NPK 10:26:26,7.1
28.2,72.44,55.03,Clayey,Wheat,24,10,12,Iffco NPK 17:17:17,6.59
23.2,51.28,65.41,Clayey,Oil seeds,16,2,4,Tata Paras NPK 10:26:26,6.57
37.58,87.86,31.75,Red,Pulses,2,4,28,Kribhco NPK 20:20:0,5.92
34.75,82.05,65.83,Sandy,Millets,8,5,20,Kribhco NPK 20:20:0,6.26
18.34,76.05,36.4,Clayey,Oil seeds,8,10,15,Iffco NPK 17:17:17,6.06
31.57,47.7,34.38,Red,Ground Nuts,8,10,11,Iffco NPK 17:17:17,7.45
35.61,83.7,46.42,Red,Cotton,14,12,14,Iffco NPK 17:17:17,5.96
25.99,58.73,68.66,Loamy,Paddy,20,14,12,Iffco NPK 17:17:17,7.38
19.22,45.92,58.19,Red,Barley,18,3,3,Tata Paras NPK 10:26:26,6.34
16.44,70.8,58.61,Black,Millets,5,16,21,Urea (46% N),6.6
21.66,73.92,41.43,Sandy,Oil seeds,8,5,10,Iffco NPK 17:17:17,5.81
27.24,68.14,31.17,Clayey,Cotton,12,19,6,DAP (18:46:0),6.22
24.98,52.26,57.98,Clayey,Cotton,4,9,21,Kribhco NPK 20:20:0,6.36
25.59,81.9,40.98,Clayey,Barley,10,7,9,NPK Complex 14:35:14,5.79
16.5,66.64,56.67,Black,Pulses,8,2,12,Tata Paras NPK 10:26:26,7.41
27.52,73.84,28.42,Red,Oil seeds,10,12,9,DAP (18:46:0),7.13
27.57,76.68,51.79,Sandy,Maize,16,14,12,Iffco NPK 17:17:17,6.72
22.75,68.89,63.21,Black,Millets,13,9,4,NPK Complex 14:35:14,6.55
30.27,66.13,69.09,Loamy,Tobacco,21,19,5,DAP (18:46:0),7.0
24.35,69.69,43.54,Loamy,Maize,21,24,2,DAP (18:46:0),6.23
20.69,63.63,23.54,Red,Barley,15,18,9,DAP (18:46:0),7.3
31.09,87.04,26.67,Sandy,Pulses,3,3,10,Iffco NPK 17:17:17,6.07
28.5,86.16,46.96,Loamy,Sugarcane,5,17,30,Urea (46% N),6.73
25.1,54.74,67.41,Red,Sugarcane,12,21,6,DAP (18:46:0),5.75
17.38,62.66,36.98,Sandy,Millets,4,11,16,Urea (46% N),5.86
39.09,58.57,31.58,Loamy,Paddy,33,9,3,Tata Paras NPK 10:26:26,5.95
32.13,53.81,62.72,Loamy,Ground Nuts,7,15,8,DAP (18:46:0),6.72
25.72,58.09,39.28,Clayey,Pulses,5,9,10,DAP (18:46:0),6.54
21.86,89.34,47.28,Clayey,Cotton,6,6,19,Kribhco NPK 20:20:0,6.78
21.41,46.48,62.61,Black,Maize,22,16,11,Iffco NPK 17:17:17,7.46
16.39,75.65,29.12,Loamy,Tobacco,17,10,11,NPK Complex 14:35:14,6.47
38.28,74.6,23.5,Black,Ground Nuts,8,5,24,Kribhco NPK 20:20:0,7.27
38.1,80.04,56.39,Sandy,Barley,17,6,12,NPK Complex 14:35:14,7.44
20.56,85.59,49.87,Red,Oil seeds,9,11,13,MAP 28:28:0,6.4
24.93,49.03,49.39,Black,Barley,15,17,2,DAP (18:46:0),5.79
27.76,59.19,48.81,Sandy,Millets,10,14,6,DAP (18:46:0),6.79
30.15,64.88,66.48,Red,Oil seeds,9,4,4,NPK Complex 14:35:14,7.17
17.25,72.86,25.5,Sandy,Cotton,17,4,7,Tata Paras NPK 10:26:26,6.61
15.65,70.5,21.71,Black,Maize,15,15,5,NPK Complex 14:35:14,5.73
18.71,79.77,45.63,Red,Pulses,4,5,23,Kribhco NPK 20:20:0,6.93
26.4,78.03,46.26,Red,Sugarcane,7,19,16,MAP 28:28:0,7.36
39.06,64.69,65.87,Clayey,Barley,13,19,6,DAP (18:46:0),6.21
28.64,44.96,31.99,Black,Ground Nuts,8,14,10,MAP 28:28:0,5.98
34.81,40.96,41.53,Sandy,Paddy,15,4,18,Kribhco NPK 20:20:0,5.75
26.21,87.29,25.09,Sandy,Sugarcane,16,19,10,DAP (18:46:0),7.26
37.18,86.85,40.1,Red,Millets,13,5,4,NPK Complex 14:35:14,7.33
31.82,56.92,70.0,Clayey,Wheat,26,8,6,NPK Complex 14:35:14,7.07
17.8,51.64,21.64,Loamy,Sugarcane,22,3,2,Tata Paras NPK 10:26:26,7.38
37.23,69.73,46.21,Black,Millets,11,6,9,NPK Complex 14:35:14,5.82
16.22,81.92,45.44,Black,Ground Nuts,2,16,32,Urea (46% N),6.9
32.72,80.22,27.93,Sandy,Barley,22,2,5,Tata Paras NPK 10:26:26,6.46
39.88,77.82,65.76,Clayey,Barley,11,20,15,MAP 28:28:0,5.89
16.18,67.48,30.98,Clayey,Barley,9,11,20,Kribhco NPK 20:20:0,7.38
21.49,49.59,27.67,Loamy,Barley,13,14,12,MAP 28:28:0,6.8
38.91,80.93,41.58,Black,Maize,22,18,9,Iffco NPK 17:17:17,6.19
30.04,41.53,52.3,Black,Pulses,3,8,28,Urea (46% N),6.97
34.95,88.61,66.78,Red,Millets,21,7,8,Tata Paras NPK 10:26:26,6.81
32.62,78.9,61.27,Red,Paddy,25,17,3,DAP (18:46:0),5.92
17.96,71.84,61.96,Loamy,Oil seeds,15,5,7,Tata Paras NPK 10:26:26,6.83
33.94,55.07,55.76,Sandy,Ground Nuts,11,5,7,NPK Complex 14:35:14,7.14
19.6,65.13,60.57,Clayey,Pulses,5,8,11,MAP 28:28:0,6.63
15.7,59.8,62.84,Black,Millets,11,9,8,NPK Complex 14:35:14,6.75
38.95,89.78,32.61,Black,Maize,8,16,26,Kribhco NPK 20:20:0,7.17
15.89,77.85,25.94,Clayey,Oil seeds,2,7,25,Kribhco NPK 20:20:0,5.66
39.86,50.13,54.74,Loamy,Cotton,14,21,6,DAP (18:46:0),6.43
15.46,78.88,28.1,Sandy,Maize,15,22,24,Urea (46% N),6.7
35.29,87.38,43.4,Black,Pulses,4,6,13,NPK Complex 14:35:14,6.8
16.35,40.21,61.81,Black,Paddy,22,16,5,DAP (18:46:0),5.9
34.48,40.38,24.36,Clayey,Oil seeds,7,8,11,NPK Complex 14:35:14,7.5
19.33,47.68,57.81,Black,Maize,24,11,17,Iffco NPK 17:17:17,5.82
32.56,61.11,65.93,Clayey,Pulses,5,5,26,Kribhco NPK 20:20:0,7.44
27.2,82.23,64.01,Clayey,Millets,13,5,8,NPK Complex 14:35:14,6.92
15.88,84.58,55.37,Black,Paddy,38,4,7,Tata Paras NPK 10:26:26,5.77
24.41,87.65,22.29,Clayey,Ground Nuts,12,3,8,Tata Paras NPK 10:26:26,7.45
37.76,46.48,59.17,Black,Cotton,14,11,12,Iffco NPK 17:17:17,6.96
35.54,46.86,24.89,Sandy,Cotton,14,11,9,NPK Complex 14:35:14,6.5
21.47,44.78,69.55,Black,Barley,7,10,26,Kribhco NPK 20:20:0,5.8
27.28,84.65,27.2,Black,Ground Nuts,3,15,30,Urea (46% N),7.26
37.96,43.65,33.28,Sandy,Millets,18,3,7,Tata Paras NPK 10:26:26,6.85
38.21,53.87,40.58,Sandy,Pulses,3,4,19,Iffco NPK 17:17:17,5.59
20.83,46.65,41.68,Red,Ground Nuts,3,7,29,Kribhco NPK 20:20:0,6.35
27.81,88.59,57.97,Red,Tobacco,15,6,3,NPK Complex 14:35:14,7.05
32.99,72.02,59.39,Red,Pulses,3,9,32,Urea (46% N),7.29
15.79,81.98,27.31,Black,Maize,25,29,7,DAP (18:46:0),6.11
37.01,82.74,32.06,Black,Pulses,5,4,12,NPK Complex 14:35:14,5.54
32.51,80.96,24.71,Red,Maize,21,11,14,Iffco NPK 17:17:17,7.29
37.53,61.57,36.09,Loamy,Paddy,11,9,10,Iffco NPK 17:17:17,6.95
22.12,61.16,47.15,Sandy,Tobacco,15,17,11,MAP 28:28:0,5.86
30.02,74.53,24.81,Clayey,Oil seeds,7,15,19,Urea (46% N),5.88
23.49,53.61,34.92,Black,Barley,9,16,10,MAP 28:28:0,6.66
20.19,77.07,34.81,Black,Oil seeds,8,15,12,MAP 28:28:0,5.5
22.15,63.87,23.23,Clayey,Oil seeds,13,2,5,Tata Paras NPK 10:26:26,7.17
22.9,75.15,57.38,Red,Wheat,38,8,3,Tata Paras NPK 10:26:26,5.59
30.88,78.57,63.8,Red,Tobacco,17,16,9,Iffco NPK 17:17:17,6.58
22.39,49.11,47.89,Black,Cotton,13,17,6,DAP (18:46:0),7.34
24.69,47.39,37.43,Black,Tobacco,26,9,5,Tata Paras NPK 10:26:26,7.11
34.3,41.57,46.99,Sandy,Oil seeds,8,12,13,MAP 28:28:0,7.46
25.96,53.62,52.94,Black,Tobacco,8,23,27,Urea (46% N),6.64
18.09,72.27,35.74,Clayey,Barley,13,20,9,MAP 28:28:0,6.73
16.05,42.99,34.23,Sandy,Cotton,11,12,7,Iffco NPK 17:17:17,6.38
34.3,84.22,55.59,Clayey,Maize,11,11,26,Kribhco NPK 20:20:0,5.62
19.32,75.57,61.27,Loamy,Barley,11,15,11,MAP 28:28:0,5.77
38.8,87.81,69.73,Sandy,Ground Nuts,3,7,30,Kribhco NPK 20:20:0,5.67
22.86,68.78,26.35,Loamy,Sugarcane,15,8,13,NPK Complex 14:35:14,6.12
15.82,76.05,21.32,Loamy,Wheat,43,3,7,Tata Paras NPK 10:26:26,6.47
25.24,84.42,47.64,Clayey,Sugarcane,18,9,10,NPK Complex 14:35:14,6.15
18.0,75.26,38.31,Sandy,Pulses,4,5,30,Kribhco NPK 20:20:0,5.92
22.12,77.41,46.6,Black,Barley,15,8,13,Iffco NPK 17:17:17,6.22
39.53,77.05,46.24,Black,Ground Nuts,7,7,9,Iffco NPK 17:17:17,7.22
30.64,63.8,67.98,Clayey,Millets,10,8,12,Iffco NPK 17:17:17,7.14
18.32,81.7,36.46,Clayey,Maize,18,20,8,Iffco NPK 17:17:17,6.64
26.71,59.26,37.32,Sandy,Tobacco,9,25,13,MAP 28:28:0,7.45
19.63,87.01,32.62,Red,Sugarcane,19,5,6,Tata Paras NPK 10:26:26,7.04
20.92,46.05,63.68,Red,Oil seeds,11,13,9,DAP (18:46:0),5.66
33.63,75.7,69.18,Loamy,Oil seeds,14,7,7,Tata Paras NPK 10:26:26,5.81
24.38,80.03,66.2,Loamy,Wheat,18,4,18,Kribhco NPK 20:20:0,7.02
30.73,52.47,50.37,Clayey,Paddy,21,21,6,DAP (18:46:0),6.3
36.45,69.03,33.03,Loamy,Ground Nuts,8,7,9,Iffco NPK 17:17:17,7.28
28.31,68.48,51.93,Sandy,Maize,15,29,26,Urea (46% N),7.15
19.99,58.31,34.68,Sandy,Sugarcane,18,10,4,NPK Complex 14:35:14,6.48
18.53,53.08,41.59,Black,Barley,10,18,12,MAP 28:28:0,6.3
36.43,82.29,43.77,Clayey,Oil seeds,8,4,3,NPK Complex 14:35:14,5.8
25.09,57.98,27.28,Red,Tobacco,15,10,10,NPK Complex 14:35:14,6.17
